Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species_name,Type,Virus_name,Virus name abbreviation(s),Virus isolate designation,GENBANK accession,Genome coverage,Genome composition,Host source
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus IMGroot,Species,Klebsiella phage vB_KpnS_IMGroot,,,MN013076,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus JY917,Species,Klebsiella phage JY917,,,MG894052,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus K8,Strain,Klebsiella phage PWKp14,,,MZ634345,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus K8,Strain,Klebsiella phage phi731,,,OQ404738,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus KL,Species,Klebsiella phage KL,,,MN379832,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus KLPN1,Species,Klebsiella phage KLPN1,,,KR262148,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus KLPPOU149,Species,Klebsiella phage vB_KpnS_15-38_KLPPOU149,,,MN689779,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus KLPPOU149,Strain,Klebsiella phage mtp27,,,OX335384,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus KLPPOU149,Strain,Klebsiella phage mtp28,,,OX335385,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus KLPPOU149,Strain,Klebsiella phage mtp29,,,OX335388,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus KLPPOU149,Strain,Klebsiella phage cp41,,,OX335412,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus KLPPOU149,Strain,Klebsiella phage cp45,,,OX335380,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus KLPPOU149,Strain,Klebsiella phage cp39,,,OX335432,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus KOX1,Species,Klebsiella phage KOX1,,,KY780482,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus KP1801,Species,Klebsiella phage KP1801,,,MN783016,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus KP36,Species,Klebsiella phage KP36,,,JF501022,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus KpCol1,Species,Klebsiella phage GML-KpCol1,,,MG552615,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus KpKT21phi1,Species,Klebsiella phage KpKT21phi1,,,MK278861,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus KPN,Strain,Klebsiella phage mtp25,,,OX335391,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus KpNIH2,Species,Klebsiella phage PhiKpNIH-2,,,MN395286,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus KPP2020,Strain,Klebsiella phage vB_KpnS-MUC-5.2,,,OM687893,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus KpV522,Species,Klebsiella phage vB_KpnS_KpV522,,,KX237515,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus mezzogao,Species,Klebsiella phage MezzoGao,,,MF612072,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus mtp17,Strain,Klebsiella phage mtp18,,,OX335423,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus mtp17,Strain,Klebsiella phage mtp21,,,OX335429,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus mtp17,Strain,Klebsiella phage mtp20,,,OX335435,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus mtp2,Strain,Klebsiella phage mtp10,,,OX335369,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus mtp2,Strain,Klebsiella phage mtp9,,,OX335400,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus mtp2,Strain,Klebsiella phage mtp3,,,OX335404,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus mtp23,Strain,Klebsiella phage mtp24,,,OX335371,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus N141,Species,Klebsiella phage KPN N141,,,MF415412,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus NJS1,Species,Klebsiella phage NJS1,,,MH445453,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus PKP126,Species,Klebsiella phage PKP126,,,KR269719,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus PWKp17,Strain,Klebsiella phage UGKSKpnP1,,,OV877387,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus PWKp17,Strain,Klebsiella phage UGKSKpnP2,,,OV877339,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus PWKp17,Strain,Klebsiella phage UGKSKpnP3,,,OV877766,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus segescirculi,Species,Klebsiella phage vB_KpnS_SegesCirculi,,,MN013080,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus shelby,Species,Klebsiella phage Shelby,,,MK931445,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus sin4,Species,Klebsiella phage Sin4,,,MK931442,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus skenny,Species,Klebsiella phage Skenny,,,MK931444,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus sushi,Species,Klebsiella phage Sushi,,,KT001920,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus sweeny,Species,Klebsiella phage Sweeny,,,MK931443,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus TAH8,Species,Klebsiella phage TAH8,,,MH633484,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus TSK1,Species,Klebsiella phage TSK1,,,MH688453,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus wv13,Species,Klebsiella phage 13,,,MK170446,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus wv1513,Species,Klebsiella phage 1513,,,KP658157,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus 066039,Species,Klebsiella phage 066039,66039,,MW042802,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus 1086,Species,Klebsiella phage vB_1086,1086,,OL865411,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus ABTNL2,Species,Klebsiella phage ABTNL-2,ABTNL-2,,MZ221764,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus B1,Species,Klebsiella phage B1,B1,,MW672037,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus BMac,Species,Klebsiella phage BMac,BMac,,OM938992,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus BUCT556A,Species,Klebsiella phage BUCT556A,BUCT556A,,MZ172460,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus BUCT705,Species,Stenotrophomonas phage vB_SmeS_BUCT705,BUCT705,,OM735690,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus cp1,Species,Klebsiella phage cp1,cp1,,OX335417,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus cp17,Species,Klebsiella phage cp17,cp17,,OX335395,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus cp24,Species,Klebsiella phage cp24,cp24,,OX335361,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus cp3,Species,Klebsiella phage cp3,cp3,,OX335383,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus cp5,Species,Klebsiella phage cp5,cp5,,OX335381,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus F1M1D,Species,Klebsiella phage vB_KvaS_F1M1D,F1M1D,,OL744210,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus F2M1D,Species,Klebsiella phage vB_KvaS_F2M1D,F2M1D,,OL744213,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus fairdinkum,Species,Klebsiella phage vB_KpnD_FairDinkum,FairDinkum,,OL539460,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus GZ9,Species,Klebsiella phage GZ9,GZ9,,OP267563,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus IME268,Species,Klebsiella phage IME268,IME268,,MZ398242,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus IME328,Species,Klebsiella phage vB_Kp_IME328,IME328,,OK138555,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus kingDDD,Species,Klebsiella phage vB_KpnS_KingDDD,KingDDD,,MN013078,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus KP132,Species,Klebsiella phage KP13-2,KP13-2,,OP617742,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus KPNHS3,Species,Klebsiella phage phi_KPN_HS3,HS3,,OQ267592,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus KPP2020,Species,Klebsiella phage KPP2020,KPP2020,,OQ031071,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus KpS4,Species,Klebsiella phage KpS4,KpS4,,OL674249,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus LF20,Species,Klebsiella phage LF20,LF20,,MW417503,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus mezzogao,Strain,Klebsiella phage PhiKpNIH-10,,,MN395285,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus mfs,Species,Klebsiella phage mfs,mfs,,OP611406,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus MMBB,Species,Klebsiella phage MMBB,MMBB,,MT894005,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus mtp12,Species,Klebsiella phage mtp12,mtp12,,OX335386,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus mtp13,Species,Klebsiella phage mtp13,mtp13,,OX335430,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus mtp17,Species,Klebsiella phage mtp17,mtp17,,OX335439,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus mtp19,Species,Klebsiella phage mtp19,mtp19,,OX335422,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus mtp2,Species,Klebsiella phage mtp2,mtp2,,OX335370,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus mtp23,Species,Klebsiella phage mtp23,mtp23,,OX335421,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus mtp30,Species,Klebsiella phage mtp30,mtp30,,OX335411,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus mtp31,Species,Klebsiella phage mtp31,mtp31,,OX335387,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus NJS2,Species,Klebsiella phage NJS2,NJS2,,MH633485,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus NPat,Species,Klebsiella phage NPat,NPat,,OM938991,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus Opt817,Species,Klebsiella phage vB_KpnD_Opt-817,Opt-817,,OL539450,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus P1,Species,Klebsiella phage P1,P1,,MZ598515,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus P528,Species,Klebsiella phage P528,P528,,MW021764,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus penguinator,Species,Klebsiella phage vB_KpnS_Penguinator,Penguinator,,MN013087,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus petecarol,Species,Klebsiella phage vB_KpnD_PeteCarol,PeteCarol,,OL539448,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus pK8,Species,Klebsiella phage pK8,pK8,,OL702938,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus pKPBS31711,Species,Klebsiella phage pKP-BS317-1.1,pKP-BS317-1.1,,OP413832,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus PSKP16,Species,Klebsiella phage PSKP16,PSKP16,,OW251746,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus PWKp15,Species,Klebsiella phage PWKp15,PWKp15,,MZ634346,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus PWKp17,Species,Klebsiella phage PWKp17,PWKp17,,MZ634348,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus PWKp20,Species,Klebsiella phage PWKp20,PWKp20,,MZ634351,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus RAD2,Species,Klebsiella phage RAD2,RAD2,,MW655991,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus solomon,Species,Klebsiella phage Solomon,Solomon,,MT701592,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus sushi,Strain,Klebsiella phage Sanco,,,MK618657,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus TAH8,Strain,Klebsiella phage NJS3,,,MH633486,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus TAH8,Strain,Klebsiella phage NJR15,,,MH633487,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus VAC10,Species,Klebsiella phage vB_KpnS-VAC10,VAC10,,MZ428227,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus VAC11,Species,Klebsiella phage vB_KpnS-VAC11,VAC11,,MZ428228,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus VAC110,Species,Klebsiella phage vB_KpnS-VAC110,VAC110,,OM032871,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus VAC111,Species,Klebsiella phage vB_KpnS-VAC111,VAC111,,ON881905,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus VAC112,Species,Klebsiella phage vB_KpnS-VAC112,VAC112,,MZ571833,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus VAC113,Species,Klebsiella phage vB_KpnS-VAC113,VAC113,,MZ571834,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus VAC2,Species,Klebsiella phage vB_KpnS-VAC2,VAC2,,MZ428221,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus VAC4,Species,Klebsiella phage vB_KpnS-VAC4,VAC4,,MZ428222,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus VAC5,Species,Klebsiella phage vB_KpnS-VAC5,VAC5,,MZ428223,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus VAC6,Species,Klebsiella phage vB_KpnS-VAC6,VAC6,,MZ428224,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus VAC7,Species,Klebsiella phage vB_KpnS-VAC7,VAC7,,MZ428225,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus VAC70,Species,Klebsiella phage vB_KpnS-VAC70,VAC70,,MZ571831,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus VAC8,Species,Klebsiella phage vB_KpnS-VAC8,VAC8,,MZ428226,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus VLCpiD7a,Species,Klebsiella phage VLCpiD7a,VLCpiD7a,,ON602741,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus VLCpiD7b,Species,Klebsiella phage VLCpiD7b,VLCpiD7b,,ON602750,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus VLCpiD7c,Species,Klebsiella phage VLCpiD7c,VLCpiD7c,,ON602735,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus W14,Species,Klebsiella phage phiW14,phiW14,,OK655936,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus wv2811,Species,Klebsiella phage vB_KpnS_2811,2811,,LR757892,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,,Webervirus,,Webervirus ZX2,Species,Klebsiella phage vB_KpnS_ZX2,ZX2,,MW722081,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,Braunvirinae,Augustepiccardvirus,,Augustepiccardvirus augustepiccard,Species,Escherichia phage AugustePiccard,,,MZ501051,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,Braunvirinae,Christensenvirus,,Christensenvirus IME542,Species,Escherichia phage vB_EcoS_IME542,,,MK372342,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,Braunvirinae,Guelphvirus,,Guelphvirus ACGM12,Species,Escherichia phage vB_EcoS_ACG-M12,,,JN986845,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,Braunvirinae,Guelphvirus,,Guelphvirus ACGM12,Strain,Escherichia virus ECH1,,,MN164484,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,Braunvirinae,Guelphvirus,,Guelphvirus SCS31,Species,Escherichia phage vB_EcoS_SCS31,,,ON081052,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,Braunvirinae,Inhoffenstrassevirus,,Inhoffenstrassevirus MM01,Species,Escherichia phage vB_EcoS_MM01,,,MK373793,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Drexlerviridae,Braunvirinae,Julespiccardvirus,,Julespiccardvirus julespiccard,Species,Escherichia phage JulesPiccard,,,MZ501087,CG,dsDNA,bacteria
